 3.40349E+03	 3.01224E+04
 3.40511E+03	 3.00616E+04
 3.40674E+03	 2.94078E+04
 3.40836E+03	 2.77688E+04
 3.41000E+03	 2.62861E+04
 3.41163E+03	 2.50656E+04
 3.41327E+03	 2.37302E+04
 3.41492E+03	 2.24488E+04
 3.41657E+03	 2.13778E+04
 3.41822E+03	 2.25056E+04
 3.41987E+03	 2.24404E+04
 3.42153E+03	 2.33293E+04
 3.42319E+03	 2.45811E+04
 3.42486E+03	 2.57848E+04
 3.42653E+03	 2.53980E+04
 3.42820E+03	 2.42413E+04
 3.42988E+03	 2.27942E+04
 3.43156E+03	 2.25004E+04
 3.43324E+03	 2.26652E+04
 3.43493E+03	 2.32970E+04
 3.43662E+03	 2.37684E+04
 3.43831E+03	 2.36983E+04
 3.44001E+03	 2.26119E+04
 3.44171E+03	 2.22478E+04
 3.44342E+03	 2.14901E+04
 3.44513E+03	 2.14832E+04
 3.44684E+03	 2.16555E+04
 3.44855E+03	 2.15086E+04
 3.45027E+03	 2.08397E+04
 3.45200E+03	 2.07577E+04
 3.45372E+03	 2.12067E+04
 3.45545E+03	 2.21774E+04
 3.45719E+03	 2.32685E+04
 3.45893E+03	 2.34190E+04
 3.46067E+03	 2.37108E+04
 3.46241E+03	 2.34181E+04
 3.46416E+03	 2.30274E+04
 3.46591E+03	 2.34698E+04
 3.46767E+03	 2.39400E+04
 3.46943E+03	 2.31819E+04
 3.47119E+03	 2.32719E+04
 3.47296E+03	 2.31624E+04
 3.47473E+03	 2.21594E+04
 3.47650E+03	 2.22498E+04
 3.47828E+03	 2.35235E+04
 3.48006E+03	 2.44148E+04
 3.48185E+03	 2.55406E+04
 3.48363E+03	 2.66683E+04
 3.48543E+03	 2.67128E+04
 3.48722E+03	 2.58949E+04
 3.48902E+03	 2.60938E+04
 3.49082E+03	 2.53211E+04
 3.49263E+03	 2.41043E+04
 3.49444E+03	 2.37092E+04
 3.49625E+03	 2.46158E+04
 3.49807E+03	 2.44415E+04
 3.49989E+03	 2.49115E+04
 3.50172E+03	 2.51131E+04
 3.50354E+03	 2.47709E+04
 3.50538E+03	 2.47855E+04
 3.50721E+03	 2.55583E+04
 3.50905E+03	 2.64976E+04
 3.51089E+03	 2.73403E+04
 3.51274E+03	 2.64698E+04
 3.51459E+03	 2.58824E+04
 3.51644E+03	 2.49008E+04
 3.51830E+03	 2.34604E+04
 3.52016E+03	 2.28248E+04
 3.52202E+03	 2.32573E+04
 3.52389E+03	 2.45826E+04
 3.52576E+03	 2.56773E+04
 3.52764E+03	 2.57129E+04
 3.52952E+03	 2.48796E+04
 3.53140E+03	 2.47777E+04
 3.53329E+03	 2.57421E+04
 3.53518E+03	 2.76770E+04
 3.53707E+03	 2.95846E+04
 3.53896E+03	 3.07414E+04
 3.54087E+03	 3.01592E+04
 3.54277E+03	 2.88205E+04
 3.54468E+03	 2.86391E+04
 3.54659E+03	 2.93384E+04
 3.54850E+03	 2.92411E+04
 3.55042E+03	 2.92332E+04
 3.55234E+03	 2.94192E+04
 3.55427E+03	 2.90460E+04
 3.55620E+03	 2.87786E+04
 3.55813E+03	 2.89169E+04
 3.56007E+03	 2.93967E+04
 3.56201E+03	 3.07292E+04
 3.56395E+03	 3.05511E+04
 3.56590E+03	 3.01240E+04
 3.56785E+03	 3.06466E+04
 3.56980E+03	 3.09409E+04
 3.57176E+03	 3.20400E+04
 3.57372E+03	 3.41958E+04
 3.57569E+03	 3.56967E+04
 3.57766E+03	 3.53920E+04
 3.57963E+03	 3.44330E+04
 3.58161E+03	 3.36613E+04
 3.58359E+03	 3.39096E+04
 3.58557E+03	 3.44549E+04
 3.58756E+03	 3.42950E+04
 3.58955E+03	 3.42567E+04
 3.59154E+03	 3.50660E+04
 3.59354E+03	 3.51730E+04
 3.59554E+03	 3.44685E+04
 3.59755E+03	 3.48397E+04
 3.59956E+03	 3.38950E+04
 3.60157E+03	 3.28919E+04
 3.60358E+03	 3.30293E+04
 3.60560E+03	 3.35580E+04
 3.60763E+03	 3.58330E+04
 3.60965E+03	 3.88901E+04
 3.61168E+03	 4.18866E+04
 3.61372E+03	 4.27058E+04
 3.61576E+03	 4.89661E+04
 3.61780E+03	 5.15795E+04
 3.61984E+03	 5.57301E+04
 3.62189E+03	 6.27054E+04
 3.62394E+03	 6.79148E+04
 3.62600E+03	 7.07205E+04
 3.62806E+03	 7.39654E+04
 3.63012E+03	 7.78396E+04
 3.63219E+03	 7.92502E+04
 3.63426E+03	 7.68435E+04
 3.63633E+03	 8.63227E+04
 3.63841E+03	 1.04993E+05
 3.64049E+03	 8.16710E+04
 3.64258E+03	 5.38513E+04
