 3.40700E+03	 9.58845E+05
 3.40860E+03	 9.62417E+05
 3.41021E+03	 9.43077E+05
 3.41182E+03	 9.35573E+05
 3.41343E+03	 9.35796E+05
 3.41505E+03	 9.51279E+05
 3.41667E+03	 9.70361E+05
 3.41830E+03	 9.80057E+05
 3.41993E+03	 9.76582E+05
 3.42156E+03	 9.53663E+05
 3.42319E+03	 9.45101E+05
 3.42483E+03	 9.60027E+05
 3.42648E+03	 9.78092E+05
 3.42813E+03	 9.94031E+05
 3.42977E+03	 9.89454E+05
 3.43143E+03	 9.88912E+05
 3.43309E+03	 9.94036E+05
 3.43475E+03	 1.01450E+06
 3.43642E+03	 1.02461E+06
 3.43808E+03	 1.02249E+06
 3.43976E+03	 9.93312E+05
 3.44143E+03	 9.70757E+05
 3.44311E+03	 9.59317E+05
 3.44480E+03	 9.41916E+05
 3.44648E+03	 9.37212E+05
 3.44818E+03	 9.38824E+05
 3.44987E+03	 9.68930E+05
 3.45157E+03	 9.91695E+05
 3.45327E+03	 9.77266E+05
 3.45498E+03	 9.75206E+05
 3.45669E+03	 9.81675E+05
 3.45840E+03	 9.85588E+05
 3.46012E+03	 9.82876E+05
 3.46184E+03	 9.98733E+05
 3.46356E+03	 9.95603E+05
 3.46529E+03	 1.00354E+06
 3.46702E+03	 9.84150E+05
 3.46876E+03	 9.49681E+05
 3.47050E+03	 9.31023E+05
 3.47224E+03	 9.17145E+05
 3.47399E+03	 9.23972E+05
 3.47574E+03	 9.28861E+05
 3.47749E+03	 9.41383E+05
 3.47925E+03	 9.45683E+05
 3.48101E+03	 9.55274E+05
 3.48277E+03	 9.50153E+05
 3.48454E+03	 9.60784E+05
 3.48631E+03	 9.34378E+05
 3.48809E+03	 9.19966E+05
 3.48987E+03	 9.29326E+05
 3.49165E+03	 9.48028E+05
 3.49344E+03	 9.85506E+05
 3.49523E+03	 1.00379E+06
 3.49703E+03	 9.97848E+05
 3.49883E+03	 9.99327E+05
 3.50063E+03	 9.81167E+05
 3.50243E+03	 9.61561E+05
 3.50424E+03	 9.78218E+05
 3.50605E+03	 9.69886E+05
 3.50787E+03	 9.70184E+05
 3.50969E+03	 9.74749E+05
 3.51151E+03	 9.45747E+05
 3.51334E+03	 9.48651E+05
 3.51517E+03	 9.63342E+05
 3.51701E+03	 1.01238E+06
 3.51885E+03	 1.04417E+06
 3.52069E+03	 1.05008E+06
 3.52253E+03	 1.04532E+06
 3.52438E+03	 1.04671E+06
 3.52624E+03	 1.06271E+06
 3.52809E+03	 1.07681E+06
 3.52995E+03	 1.07868E+06
 3.53182E+03	 1.05796E+06
 3.53369E+03	 1.06236E+06
 3.53556E+03	 1.08604E+06
 3.53743E+03	 1.15568E+06
 3.53931E+03	 1.17645E+06
 3.54120E+03	 1.19439E+06
 3.54308E+03	 1.20127E+06
 3.54497E+03	 1.21547E+06
 3.54687E+03	 1.22952E+06
 3.54876E+03	 1.24200E+06
 3.55067E+03	 1.24861E+06
 3.55257E+03	 1.24008E+06
 3.55448E+03	 1.23118E+06
 3.55639E+03	 1.24293E+06
 3.55831E+03	 1.29392E+06
 3.56023E+03	 1.33816E+06
 3.56215E+03	 1.34941E+06
 3.56408E+03	 1.36994E+06
 3.56601E+03	 1.35791E+06
 3.56794E+03	 1.36427E+06
 3.56988E+03	 1.40708E+06
 3.57182E+03	 1.44211E+06
 3.57377E+03	 1.48051E+06
 3.57571E+03	 1.50944E+06
 3.57767E+03	 1.55586E+06
 3.57962E+03	 1.61120E+06
 3.58158E+03	 1.64527E+06
 3.58355E+03	 1.66670E+06
 3.58552E+03	 1.68325E+06
 3.58749E+03	 1.72082E+06
 3.58946E+03	 1.72315E+06
 3.59144E+03	 1.72021E+06
 3.59342E+03	 1.67933E+06
 3.59541E+03	 1.69978E+06
 3.59740E+03	 1.75714E+06
 3.59939E+03	 1.81886E+06
 3.60139E+03	 1.89368E+06
 3.60339E+03	 1.93786E+06
 3.60539E+03	 2.00311E+06
 3.60740E+03	 2.07343E+06
 3.60941E+03	 2.16984E+06
 3.61143E+03	 2.25321E+06
 3.61345E+03	 2.30777E+06
 3.61547E+03	 2.29145E+06
 3.61750E+03	 2.25958E+06
 3.61953E+03	 2.26687E+06
 3.62156E+03	 2.24424E+06
 3.62360E+03	 2.18852E+06
 3.62564E+03	 2.34567E+06
 3.62768E+03	 2.45491E+06
 3.62973E+03	 2.55350E+06
 3.63178E+03	 2.57984E+06
 3.63384E+03	 2.56859E+06
 3.63590E+03	 2.58077E+06
 3.63796E+03	 2.65935E+06
 3.64003E+03	 2.79575E+06
 3.64210E+03	 2.90390E+06
 3.64417E+03	 3.03679E+06
 3.64625E+03	 3.16818E+06
 3.64833E+03	 3.30292E+06
 3.65042E+03	 3.39759E+06
 3.65251E+03	 3.47301E+06
 3.65460E+03	 3.66823E+06
 3.65670E+03	 3.72155E+06
 3.65880E+03	 3.81966E+06
